message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-01967,Your interview is scheduled for Monday at 11 AM. Please use the employer's official recruitment portal for details.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Employment,0.9,public_dataset_derived,0,0,0,0,0,0,LOW,your interview is scheduled for monday at 11 am. please use the employer's official recruitment portal for details.
IND-01474,Turant check karein: FedEx parcel alert: your package cannot be delivered until ₹799 is paid. Pay now to avoid return.,scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.94,public_dataset_derived,0,0,0,0,1,0,HIGH,turant check karein: fedex parcel alert: your package cannot be delivered until ₹799 is paid. pay now to avoid return.
IND-03895,Kripya check karein: A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.,suspicious,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.89,synthetic_augmented,0,0,1,0,0,1,HIGH,kripya check karein: a caller claiming to be from my bank asked for an otp to cancel a transaction. i did not share it.
IND-00682,Police notice: your SIM is involved in fraud. Do not tell anyone. Pay the settlement amount immediately.,scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,ENGLISH,Law enforcement,0.93,synthetic_augmented,0,0,0,0,1,1,HIGH,police notice: your sim is involved in fraud. do not tell anyone. pay the settlement amount immediately.
IND-00833,"Madam, Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.95,synthetic_augmented,0,0,0,0,1,0,HIGH,"madam, urgent help needed for a child. please send ₹1,000 to this personal upi id immediately. no time for verification."
IND-03132,Mujhe ek message mila hai: I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.,suspicious,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.87,synthetic_augmented,0,0,0,0,0,0,HIGH,mujhe ek message mila hai: i received a message saying i have an income-tax refund and it contains a link. i haven't checked the official portal.
IND-04560,Bhai sabko bhejo: All domestic flights are free for senior citizens this weekend. No booking is required.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.95,synthetic_augmented,0,0,0,0,0,0,HIGH,bhai sabko bhejo: all domestic flights are free for senior citizens this weekend. no booking is required.
IND-00680,"Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,ENGLISH,Courier,0.98,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"courier department: parcel contains restricted material. pay ₹2,000 immediately or legal action will start."
IND-02266,Aapke account se ₹900 debit hua hai. Agar aapne transaction nahi kiya to official bank app mein check karein. Please verify through the official app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.92,public_dataset_derived,0,0,0,0,1,1,LOW,aapke account se ₹900 debit hua hai. agar aapne transaction nahi kiya to official bank app mein check karein. please verify through the official app.
IND-00819,Kripya dhyan dein: Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.89,synthetic_augmented,0,0,0,0,1,0,CRITICAL,kripya dhyan dein: emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups.
IND-03611,Mujhe ek message mila hai: A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?,suspicious,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,HIGH,mujhe ek message mila hai: a parcel-fee message came from an unknown number and asks for ₹499 through a link. is it genuine?
IND-02411,Guys kal project review 4 baje lab mein hai. Please bring your laptop. Please verify through the official app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,College,0.95,public_dataset_derived,0,0,0,0,0,0,LOW,guys kal project review 4 baje lab mein hai. please bring your laptop. please verify through the official app.
IND-03224,"Bhai, A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?",suspicious,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"bhai, a parcel-fee message came from an unknown number and asks for ₹499 through a link. is it genuine?"
IND-01648,"Aapka parcel kal deliver hoga. Delivery partner ka official tracking page check kar sakte hain. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Courier,0.94,public_dataset_derived,0,0,1,0,0,0,LOW,"aapka parcel kal deliver hoga. delivery partner ka official tracking page check kar sakte hain. for security, never share otp ."
IND-00294,Bahut zaroori hai: Electricity department: last warning. Pay ₹999 immediately to avoid disconnection.,scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.95,public_dataset_derived,0,0,0,0,1,0,CRITICAL,bahut zaroori hai: electricity department: last warning. pay ₹999 immediately to avoid disconnection.
IND-00877,Kripya dhyan dein: Your account needs urgent verification. Login at http://account-check.example before midnight.,scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINDI_ROMAN,Phishing,0.9,public_dataset_derived,1,0,0,0,0,0,CRITICAL,kripya dhyan dein: your account needs urgent verification. login at URLTOKEN before midnight.
IND-02046,Aadhaar update ke liye nearest authorised centre ya official UIDAI portal use karein. Please verify through the official app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Government,0.95,public_dataset_derived,0,0,0,0,0,1,LOW,aadhaar update ke liye nearest authorised centre ya official uidai portal use karein. please verify through the official app.
IND-01328,"Bhai, Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.89,public_dataset_derived,1,0,0,0,1,0,HIGH,"bhai, your electricity connection will be disconnected tonight due to unpaid bill. pay ₹1,850 at URLTOKEN"
IND-01080,Kripya dhyan dein: SBI security team here. Your debit card will be blocked unless you verify your details through this link.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.95,public_dataset_derived,0,0,0,0,0,1,CRITICAL,kripya dhyan dein: sbi security team here. your debit card will be blocked unless you verify your details through this link.
IND-04635,Bahut important khabar: From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.79,synthetic_augmented,0,0,0,0,0,1,HIGH,bahut important khabar: from tomorrow all upi transactions will have a mandatory 50% government tax. forward this urgently.
IND-01490,Prize department: pay the verification fee immediately to receive your lottery winnings.,scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,ENGLISH,Lottery,0.89,public_dataset_derived,0,0,0,0,1,0,CRITICAL,prize department: pay the verification fee immediately to receive your lottery winnings.
IND-04771,Important hai: All college exams are permanently cancelled this semester. Forward to every student.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.87,synthetic_augmented,0,0,0,0,0,0,MEDIUM,important hai: all college exams are permanently cancelled this semester. forward to every student.
IND-00158,"Please dhyan do, Dear customer, your KYC has failed. Update it immediately through http://verify-kyc.example or your account will be suspended.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.92,public_dataset_derived,1,0,0,0,0,1,HIGH,"please dhyan do, dear customer, your kyc has failed. update it immediately through URLTOKEN or your account will be suspended."
IND-00912,"Please dhyan do, Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.99,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"please dhyan do, your ₹5 lakh loan is approved. send ₹999 insurance charges to release the amount today."
IND-03641,Mujhe ye message aaya: Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,suspicious,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.82,synthetic_augmented,0,0,0,0,1,0,MEDIUM,mujhe ye message aaya: someone offered me a work-from-home job but wants a ₹500 joining fee first. i am unsure if it is genuine.
IND-00920,Urgent hai: Your account needs phone verification. Please reply with the OTP to complete the security check.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.91,public_dataset_derived,0,0,1,0,0,0,CRITICAL,urgent hai: your account needs phone verification. please reply with the otp to complete the security check.
IND-00954,Bank security: an unusual transaction was detected. Share the OTP you receive to cancel it immediately.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,ENGLISH,Banking,0.98,synthetic_augmented,0,0,1,0,0,1,CRITICAL,bank security: an unusual transaction was detected. share the otp you receive to cancel it immediately.
IND-01166,"Bhai, Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.89,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"bhai, railway recruitment selected you for the next round. pay ₹499 document verification fee today."
IND-00607,Turant check karein: HR department: your job is approved. Pay the refundable training fee today to receive your offer letter.,scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINDI_ROMAN,Employment,0.97,synthetic_augmented,0,0,0,0,1,1,CRITICAL,turant check karein: hr department: your job is approved. pay the refundable training fee today to receive your offer letter.
IND-01385,Bahut zaroori hai: Your bank account has been flagged. Call +91 9876543210 and provide the OTP to cancel the transaction.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.92,public_dataset_derived,0,1,1,0,0,1,HIGH,bahut zaroori hai: your bank account has been flagged. call +91 PHONETOKEN and provide the otp to cancel the transaction.
IND-00929,"Dear customer, your KYC has failed. Update it immediately through http://verify-kyc.example or your account will be suspended.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,ENGLISH,KYC / Banking,0.89,public_dataset_derived,1,0,0,0,0,1,CRITICAL,"dear customer, your kyc has failed. update it immediately through URLTOKEN or your account will be suspended."
IND-02029,Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.96,public_dataset_derived,0,0,0,0,0,1,LOW,your train ticket booking is confirmed. pnr 4512789630. check journey details through the official railway service.
IND-01213,Bahut zaroori hai: FASTag verification pending. Send vehicle RC and OTP to activate your account.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.91,synthetic_augmented,0,0,1,0,0,0,HIGH,bahut zaroori hai: fastag verification pending. send vehicle rc and otp to activate your account.
IND-00675,"Please dhyan do, Scholarship registration closes today. Pay ₹199 processing charges immediately.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.95,public_dataset_derived,0,0,0,0,1,0,HIGH,"please dhyan do, scholarship registration closes today. pay ₹199 processing charges immediately."
IND-01694,Delivery attempt was unsuccessful. You can reschedule through the official courier website or app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.99,public_dataset_derived,0,0,0,0,0,0,LOW,delivery attempt was unsuccessful. you can reschedule through the official courier website or app.
